player_id,name,position_type,eligible_positions,percent_owned,status,player_stats,fantasy_points,position,games_played,overall_rank,positional_rank,pts_above_replacement,pts_above_bench,pts_above_waivers
7114,Matthew Tkachuk,P,"['RW', 'IR+']",99,O,"{'player_id': 7114, 'name': 'Matthew Tkachuk', 'position_type': 'P', 'GP': 82.0, 'G': 42.0, 'A': 62.0, 'PTS': 104.0, '+/-': 57.0, 'PIM': 68.0, 'PPG': 12.0, 'PPA': 17.0, 'PPP': 29.0, 'SHP': 0.0, 'GWG': 6.0, 'SOG': 253.0, 'S%': 0.166, 'FW': 20.0, 'FL': 23.0, 'HIT': 93.0, 'BLK': 20.0, 'PPT': 14314.0, 'Avg-PPT': 175.0, 'SHT': 148.0, 'Avg-SHT': 2.0, 'COR': 460.0, 'FEN': 324.0, 'Off-ZS': 712.0, 'Def-ZS': 390.0, 'ZS-Pct': 64.61, 'GStr': 5.0, 'Shifts': 1787.0}",926.45,Forward,82.0,11.0,9.0,1.8000000000000682,288.80000000000007,350.70000000000005
6751,Timo Meier,P,"['LW', 'RW']",97,,"{'player_id': 6751, 'name': 'Timo Meier', 'position_type': 'P', 'GP': 77.0, 'G': 35.0, 'A': 41.0, 'PTS': 76.0, '+/-': -3.0, 'PIM': 54.0, 'PPG': 12.0, 'PPA': 6.0, 'PPP': 18.0, 'SHP': 0.0, 'GWG': 8.0, 'SOG': 326.0, 'S%': 0.107, 'FW': 18.0, 'FL': 19.0, 'HIT': 162.0, 'BLK': 61.0, 'PPT': 12233.0, 'Avg-PPT': 159.0, 'SHT': 200.0, 'Avg-SHT': 3.0, 'COR': 73.0, 'FEN': 109.0, 'Off-ZS': 571.0, 'Def-ZS': 404.0, 'ZS-Pct': 58.56, 'GStr': 7.0, 'Shifts': 1759.0}",924.65,Forward,77.0,12.0,10.0,6.699999999999932,287.0,348.9
4699,Chris Kreider,P,"['LW', 'RW', 'IR+']",99,O,"{'player_id': 4699, 'name': 'Chris Kreider', 'position_type': 'P', 'GP': 81.0, 'G': 52.0, 'A': 25.0, 'PTS': 77.0, '+/-': 19.0, 'PIM': 24.0, 'PPG': 26.0, 'PPA': 9.0, 'PPP': 35.0, 'SHP': 3.0, 'GWG': 11.0, 'SOG': 258.0, 'S%': 0.202, 'FW': 67.0, 'FL': 70.0, 'HIT': 141.0, 'BLK': 39.0, 'PPT': 14414.0, 'Avg-PPT': 178.0, 'SHT': 7247.0, 'Avg-SHT': 89.0, 'COR': 27.0, 'FEN': 60.0, 'Off-ZS': 618.0, 'Def-ZS': 460.0, 'ZS-Pct': 57.33, 'GStr': 9.0, 'Shifts': 1856.0}",917.95,Forward,81.0,13.0,11.0,5.0,280.30000000000007,342.20000000000005
7519,Cale Makar,P,['D'],99,,"{'player_id': 7519, 'name': 'Cale Makar', 'position_type': 'P', 'GP': 77.0, 'G': 28.0, 'A': 58.0, 'PTS': 86.0, '+/-': 48.0, 'PIM': 26.0, 'PPG': 9.0, 'PPA': 25.0, 'PPP': 34.0, 'SHP': 0.0, 'GWG': 6.0, 'SOG': 240.0, 'S%': 0.117, 'FW': 0.0, 'FL': 0.0, 'HIT': 95.0, 'BLK': 110.0, 'PPT': 17736.0, 'Avg-PPT': 230.0, 'SHT': 6519.0, 'Avg-SHT': 85.0, 'COR': 325.0, 'FEN': 218.0, 'Off-ZS': 1011.0, 'Def-ZS': 570.0, 'ZS-Pct': 63.95, 'GStr': 7.0, 'Shifts': 2141.0}",913.0,Defensemen,77.0,14.0,2.0,23.899999999999977,383.29999999999995,431.2
7902,Brady Tkachuk,P,"['LW', 'IR+']",96,O,"{'player_id': 7902, 'name': 'Brady Tkachuk', 'position_type': 'P', 'GP': 79.0, 'G': 30.0, 'A': 37.0, 'PTS': 67.0, '+/-': -7.0, 'PIM': 117.0, 'PPG': 9.0, 'PPA': 8.0, 'PPP': 17.0, 'SHP': 0.0, 'GWG': 3.0, 'SOG': 288.0, 'S%': 0.104, 'FW': 218.0, 'FL': 217.0, 'HIT': 270.0, 'BLK': 25.0, 'PPT': 15101.0, 'Avg-PPT': 191.0, 'SHT': 317.0, 'Avg-SHT': 4.0, 'COR': 79.0, 'FEN': -4.0, 'Off-ZS': 771.0, 'Def-ZS': 338.0, 'ZS-Pct': 69.52, 'GStr': 7.0, 'Shifts': 1873.0}",912.95,Forward,79.0,15.0,12.0,35.90000000000009,275.30000000000007,337.20000000000005
4682,Victor Hedman,P,['D'],99,,"{'player_id': 4682, 'name': 'Victor Hedman', 'position_type': 'P', 'GP': 82.0, 'G': 20.0, 'A': 65.0, 'PTS': 85.0, '+/-': 26.0, 'PIM': 36.0, 'PPG': 6.0, 'PPA': 32.0, 'PPP': 38.0, 'SHP': 0.0, 'GWG': 6.0, 'SOG': 219.0, 'S%': 0.091, 'FW': 0.0, 'FL': 0.0, 'HIT': 94.0, 'BLK': 129.0, 'PPT': 17634.0, 'Avg-PPT': 215.0, 'SHT': 9934.0, 'Avg-SHT': 121.0, 'COR': 212.0, 'FEN': 174.0, 'Off-ZS': 890.0, 'Def-ZS': 566.0, 'ZS-Pct': 61.13, 'GStr': 8.0, 'Shifts': 2214.0}",889.1,Defensemen,82.0,16.0,3.0,57.5,359.4,407.3
6486,Igor Shesterkin,G,['G'],99,,"{'player_id': 6486, 'name': 'Igor Shesterkin', 'position_type': 'G', 'GP': 53.0, 'GS': 52.0, 'W': 36.0, 'L': 13.0, 'GA': 106.0, 'GAA': 2.07, 'SA': 1622.0, 'SV': 1516.0, 'SV%': 0.935, 'SHO': 6.0, 'MIN': '3,070:32'}",877.4,Goalie,53.0,17.0,2.0,7.350000000000023,305.75,437.5
5470,Johnny Gaudreau,P,['LW'],99,,"{'player_id': 5470, 'name': 'Johnny Gaudreau', 'position_type': 'P', 'GP': 82.0, 'G': 40.0, 'A': 75.0, 'PTS': 115.0, '+/-': 64.0, 'PIM': 26.0, 'PPG': 6.0, 'PPA': 19.0, 'PPP': 25.0, 'SHP': 0.0, 'GWG': 9.0, 'SOG': 262.0, 'S%': 0.153, 'FW': 1.0, 'FL': 0.0, 'HIT': 10.0, 'BLK': 9.0, 'PPT': 14510.0, 'Avg-PPT': 177.0, 'SHT': 286.0, 'Avg-SHT': 3.0, 'COR': 352.0, 'FEN': 254.0, 'Off-ZS': 736.0, 'Def-ZS': 402.0, 'ZS-Pct': 64.67, 'GStr': 10.0, 'Shifts': 1807.0}",877.05,Forward,82.0,18.0,13.0,2.5,239.39999999999998,301.29999999999995
6759,Kyle Connor,P,['LW'],98,,"{'player_id': 6759, 'name': 'Kyle Connor', 'position_type': 'P', 'GP': 79.0, 'G': 47.0, 'A': 46.0, 'PTS': 93.0, '+/-': -3.0, 'PIM': 4.0, 'PPG': 8.0, 'PPA': 20.0, 'PPP': 28.0, 'SHP': 3.0, 'GWG': 9.0, 'SOG': 317.0, 'S%': 0.148, 'FW': 1.0, 'FL': 6.0, 'HIT': 32.0, 'BLK': 23.0, 'PPT': 16097.0, 'Avg-PPT': 204.0, 'SHT': 6593.0, 'Avg-SHT': 83.0, 'COR': -7.0, 'FEN': -27.0, 'Off-ZS': 740.0, 'Def-ZS': 407.0, 'ZS-Pct': 64.52, 'GStr': 5.0, 'Shifts': 1891.0}",874.55,Forward,79.0,19.0,14.0,8.349999999999909,236.89999999999998,298.79999999999995
4947,Jacob Markstrom,G,['G'],99,,"{'player_id': 4947, 'name': 'Jacob Markstrom', 'position_type': 'G', 'GP': 63.0, 'GS': 63.0, 'W': 37.0, 'L': 15.0, 'GA': 137.0, 'GAA': 2.22, 'SA': 1754.0, 'SV': 1617.0, 'SV%': 0.922, 'SHO': 9.0, 'MIN': '3,695:50'}",870.05,Goalie,63.0,20.0,3.0,8.75,298.4,430.15
3383,Patrice Bergeron,P,"['C', 'IR+']",90,DTD,"{'player_id': 3383, 'name': 'Patrice Bergeron', 'position_type': 'P', 'GP': 73.0, 'G': 25.0, 'A': 40.0, 'PTS': 65.0, '+/-': 26.0, 'PIM': 32.0, 'PPG': 8.0, 'PPA': 15.0, 'PPP': 23.0, 'SHP': 3.0, 'GWG': 4.0, 'SOG': 293.0, 'S%': 0.085, 'FW': 991.0, 'FL': 609.0, 'HIT': 78.0, 'BLK': 45.0, 'PPT': 13296.0, 'Avg-PPT': 182.0, 'SHT': 7341.0, 'Avg-SHT': 101.0, 'COR': 551.0, 'FEN': 460.0, 'Off-ZS': 771.0, 'Def-ZS': 535.0, 'ZS-Pct': 59.04, 'GStr': 7.0, 'Shifts': 1682.0}",866.2,Forward,73.0,21.0,15.0,13.100000000000023,228.55000000000007,290.45000000000005
5820,Connor Hellebuyck,G,['G'],93,,"{'player_id': 5820, 'name': 'Connor Hellebuyck', 'position_type': 'G', 'GP': 66.0, 'GS': 66.0, 'W': 29.0, 'L': 27.0, 'GA': 193.0, 'GAA': 2.97, 'SA': 2155.0, 'SV': 1962.0, 'SV%': 0.91, 'SHO': 4.0, 'MIN': '3,903:30'}",861.3,Goalie,66.0,22.0,4.0,11.5,289.65,421.4
5981,Aleksander Barkov,P,['C'],99,,"{'player_id': 5981, 'name': 'Aleksander Barkov', 'position_type': 'P', 'GP': 67.0, 'G': 39.0, 'A': 49.0, 'PTS': 88.0, '+/-': 36.0, 'PIM': 18.0, 'PPG': 12.0, 'PPA': 14.0, 'PPP': 26.0, 'SHP': 5.0, 'GWG': 5.0, 'SOG': 214.0, 'S%': 0.182, 'FW': 713.0, 'FL': 539.0, 'HIT': 50.0, 'BLK': 42.0, 'PPT': 14017.0, 'Avg-PPT': 209.0, 'SHT': 8680.0, 'Avg-SHT': 130.0, 'COR': 359.0, 'FEN': 262.0, 'Off-ZS': 593.0, 'Def-ZS': 494.0, 'ZS-Pct': 54.55, 'GStr': 8.0, 'Shifts': 1559.0}",853.1,Forward,67.0,23.0,16.0,2.5,215.45000000000005,277.35
6752,Mikko Rantanen,P,"['C', 'RW']",99,,"{'player_id': 6752, 'name': 'Mikko Rantanen', 'position_type': 'P', 'GP': 75.0, 'G': 36.0, 'A': 56.0, 'PTS': 92.0, '+/-': 35.0, 'PIM': 56.0, 'PPG': 16.0, 'PPA': 19.0, 'PPP': 35.0, 'SHP': 0.0, 'GWG': 2.0, 'SOG': 254.0, 'S%': 0.142, 'FW': 164.0, 'FL': 190.0, 'HIT': 58.0, 'BLK': 43.0, 'PPT': 17638.0, 'Avg-PPT': 235.0, 'SHT': 123.0, 'Avg-SHT': 2.0, 'COR': 278.0, 'FEN': 175.0, 'Off-ZS': 882.0, 'Def-ZS': 418.0, 'ZS-Pct': 67.85, 'GStr': 6.0, 'Shifts': 1807.0}",850.6,Forward,75.0,24.0,17.0,3.0,212.95000000000005,274.85
5699,Andrei Vasilevskiy,G,['G'],99,,"{'player_id': 5699, 'name': 'Andrei Vasilevskiy', 'position_type': 'G', 'GP': 63.0, 'GS': 63.0, 'W': 39.0, 'L': 18.0, 'GA': 156.0, 'GAA': 2.49, 'SA': 1868.0, 'SV': 1712.0, 'SV%': 0.916, 'SHO': 2.0, 'MIN': '3,760:45'}",849.8,Goalie,63.0,25.0,5.0,3.3999999999999773,278.15,409.9
6746,Mitchell Marner,P,['RW'],99,,"{'player_id': 6746, 'name': 'Mitchell Marner', 'position_type': 'P', 'GP': 72.0, 'G': 35.0, 'A': 62.0, 'PTS': 97.0, '+/-': 23.0, 'PIM': 16.0, 'PPG': 6.0, 'PPA': 19.0, 'PPP': 25.0, 'SHP': 4.0, 'GWG': 5.0, 'SOG': 224.0, 'S%': 0.156, 'FW': 10.0, 'FL': 8.0, 'HIT': 75.0, 'BLK': 31.0, 'PPT': 13419.0, 'Avg-PPT': 186.0, 'SHT': 8623.0, 'Avg-SHT': 120.0, 'COR': 341.0, 'FEN': 253.0, 'Off-ZS': 740.0, 'Def-ZS': 502.0, 'ZS-Pct': 59.58, 'GStr': 7.0, 'Shifts': 1744.0}",847.6,Forward,72.0,26.0,18.0,3.9500000000000455,209.95000000000005,271.85
5336,Darcy Kuemper,G,['G'],92,,"{'player_id': 5336, 'name': 'Darcy Kuemper', 'position_type': 'G', 'GP': 57.0, 'GS': 57.0, 'W': 37.0, 'L': 12.0, 'GA': 138.0, 'GAA': 2.54, 'SA': 1754.0, 'SV': 1616.0, 'SV%': 0.921, 'SHO': 5.0, 'MIN': '3,258:07'}",846.4,Goalie,57.0,27.0,6.0,11.049999999999955,274.75,406.5
5691,Filip Forsberg,P,['LW'],92,,"{'player_id': 5691, 'name': 'Filip Forsberg', 'position_type': 'P', 'GP': 69.0, 'G': 42.0, 'A': 42.0, 'PTS': 84.0, '+/-': 12.0, 'PIM': 22.0, 'PPG': 10.0, 'PPA': 17.0, 'PPP': 27.0, 'SHP': 0.0, 'GWG': 8.0, 'SOG': 226.0, 'S%': 0.186, 'FW': 1.0, 'FL': 0.0, 'HIT': 112.0, 'BLK': 48.0, 'PPT': 13021.0, 'Avg-PPT': 189.0, 'SHT': 121.0, 'Avg-SHT': 2.0, 'COR': 139.0, 'FEN': 121.0, 'Off-ZS': 712.0, 'Def-ZS': 309.0, 'ZS-Pct': 69.74, 'GStr': 7.0, 'Shifts': 1515.0}",843.65,Forward,69.0,28.0,19.0,0.6499999999999773,206.0,267.9
5984,Elias Lindholm,P,['C'],96,,"{'player_id': 5984, 'name': 'Elias Lindholm', 'position_type': 'P', 'GP': 82.0, 'G': 42.0, 'A': 40.0, 'PTS': 82.0, '+/-': 61.0, 'PIM': 22.0, 'PPG': 10.0, 'PPA': 9.0, 'PPP': 19.0, 'SHP': 2.0, 'GWG': 9.0, 'SOG': 235.0, 'S%': 0.179, 'FW': 842.0, 'FL': 750.0, 'HIT': 66.0, 'BLK': 52.0, 'PPT': 14199.0, 'Avg-PPT': 173.0, 'SHT': 10440.0, 'Avg-SHT': 127.0, 'COR': 299.0, 'FEN': 212.0, 'Off-ZS': 744.0, 'Def-ZS': 688.0, 'ZS-Pct': 51.96, 'GStr': 7.0, 'Shifts': 2077.0}",843.0,Forward,82.0,29.0,20.0,5.399999999999977,205.35000000000002,267.25
5980,Nathan MacKinnon,P,['C'],99,,"{'player_id': 5980, 'name': 'Nathan MacKinnon', 'position_type': 'P', 'GP': 65.0, 'G': 32.0, 'A': 56.0, 'PTS': 88.0, '+/-': 22.0, 'PIM': 42.0, 'PPG': 7.0, 'PPA': 20.0, 'PPP': 27.0, 'SHP': 0.0, 'GWG': 5.0, 'SOG': 299.0, 'S%': 0.107, 'FW': 383.0, 'FL': 461.0, 'HIT': 68.0, 'BLK': 39.0, 'PPT': 14311.0, 'Avg-PPT': 220.0, 'SHT': 209.0, 'Avg-SHT': 3.0, 'COR': 185.0, 'FEN': 93.0, 'Off-ZS': 771.0, 'Def-ZS': 361.0, 'ZS-Pct': 68.11, 'GStr': 2.0, 'Shifts': 1579.0}",837.6,Forward,65.0,30.0,21.0,13.300000000000068,199.95000000000005,261.85
6405,Thatcher Demko,G,['G'],95,,"{'player_id': 6405, 'name': 'Thatcher Demko', 'position_type': 'G', 'GP': 64.0, 'GS': 61.0, 'W': 33.0, 'L': 22.0, 'GA': 168.0, 'GAA': 2.72, 'SA': 1967.0, 'SV': 1799.0, 'SV%': 0.915, 'SHO': 1.0, 'MIN': '3,699:33'}",835.35,Goalie,64.0,31.0,7.0,36.89999999999998,263.70000000000005,395.45000000000005
4064,Kris Letang,P,['D'],98,,"{'player_id': 4064, 'name': 'Kris Letang', 'position_type': 'P', 'GP': 78.0, 'G': 10.0, 'A': 58.0, 'PTS': 68.0, '+/-': 20.0, 'PIM': 49.0, 'PPG': 2.0, 'PPA': 20.0, 'PPP': 22.0, 'SHP': 0.0, 'GWG': 3.0, 'SOG': 214.0, 'S%': 0.047, 'FW': 0.0, 'FL': 0.0, 'HIT': 171.0, 'BLK': 122.0, 'PPT': 16293.0, 'Avg-PPT': 209.0, 'SHT': 6644.0, 'Avg-SHT': 85.0, 'COR': 64.0, 'FEN': 57.0, 'Off-ZS': 868.0, 'Def-ZS': 545.0, 'ZS-Pct': 61.43, 'GStr': 3.0, 'Shifts': 2147.0}",831.6,Defensemen,78.0,32.0,4.0,55.5,301.9,349.8
4681,John Tavares,P,['C'],91,,"{'player_id': 4681, 'name': 'John Tavares', 'position_type': 'P', 'GP': 79.0, 'G': 27.0, 'A': 49.0, 'PTS': 76.0, '+/-': -8.0, 'PIM': 32.0, 'PPG': 10.0, 'PPA': 16.0, 'PPP': 26.0, 'SHP': 0.0, 'GWG': 3.0, 'SOG': 237.0, 'S%': 0.114, 'FW': 813.0, 'FL': 529.0, 'HIT': 90.0, 'BLK': 44.0, 'PPT': 14204.0, 'Avg-PPT': 180.0, 'SHT': 83.0, 'Avg-SHT': 1.0, 'COR': 138.0, 'FEN': 104.0, 'Off-ZS': 737.0, 'Def-ZS': 365.0, 'ZS-Pct': 66.88, 'GStr': 2.0, 'Shifts': 1672.0}",824.3,Forward,79.0,33.0,22.0,5.7999999999999545,186.64999999999998,248.54999999999995
7147,Alex DeBrincat,P,['LW'],96,,"{'player_id': 7147, 'name': 'Alex DeBrincat', 'position_type': 'P', 'GP': 82.0, 'G': 41.0, 'A': 37.0, 'PTS': 78.0, '+/-': -13.0, 'PIM': 19.0, 'PPG': 14.0, 'PPA': 14.0, 'PPP': 28.0, 'SHP': 0.0, 'GWG': 6.0, 'SOG': 270.0, 'S%': 0.152, 'FW': 24.0, 'FL': 40.0, 'HIT': 101.0, 'BLK': 35.0, 'PPT': 17822.0, 'Avg-PPT': 217.0, 'SHT': 3193.0, 'Avg-SHT': 39.0, 'COR': -21.0, 'FEN': -25.0, 'Off-ZS': 797.0, 'Def-ZS': 272.0, 'ZS-Pct': 74.56, 'GStr': 9.0, 'Shifts': 1895.0}",818.5,Forward,82.0,34.0,23.0,2.3999999999999773,180.85000000000002,242.75
7900,Andrei Svechnikov,P,['LW'],96,,"{'player_id': 7900, 'name': 'Andrei Svechnikov', 'position_type': 'P', 'GP': 78.0, 'G': 30.0, 'A': 39.0, 'PTS': 69.0, '+/-': 19.0, 'PIM': 79.0, 'PPG': 9.0, 'PPA': 13.0, 'PPP': 22.0, 'SHP': 0.0, 'GWG': 5.0, 'SOG': 249.0, 'S%': 0.12, 'FW': 0.0, 'FL': 6.0, 'HIT': 189.0, 'BLK': 15.0, 'PPT': 13431.0, 'Avg-PPT': 172.0, 'SHT': 66.0, 'Avg-SHT': 1.0, 'COR': 277.0, 'FEN': 177.0, 'Off-ZS': 644.0, 'Def-ZS': 333.0, 'ZS-Pct': 65.92, 'GStr': 3.0, 'Shifts': 1626.0}",816.1,Forward,78.0,35.0,24.0,1.75,178.45000000000005,240.35000000000002
6057,Jake Guentzel,P,['LW'],97,,"{'player_id': 6057, 'name': 'Jake Guentzel', 'position_type': 'P', 'GP': 76.0, 'G': 40.0, 'A': 44.0, 'PTS': 84.0, '+/-': 13.0, 'PIM': 44.0, 'PPG': 7.0, 'PPA': 15.0, 'PPP': 22.0, 'SHP': 0.0, 'GWG': 7.0, 'SOG': 264.0, 'S%': 0.152, 'FW': 13.0, 'FL': 12.0, 'HIT': 72.0, 'BLK': 38.0, 'PPT': 16196.0, 'Avg-PPT': 213.0, 'SHT': 344.0, 'Avg-SHT': 5.0, 'COR': 176.0, 'FEN': 108.0, 'Off-ZS': 844.0, 'Def-ZS': 352.0, 'ZS-Pct': 70.57, 'GStr': 4.0, 'Shifts': 1825.0}",814.35,Forward,76.0,36.0,25.0,4.2000000000000455,176.70000000000005,238.60000000000002
